Datetime,Text,label,label2
2022-05-08,leagueoflegends,-1,0
2022-05-08,kevin de bruyne will retire in english football as one of the best players to have ever graced the epl premier league legend status cemented,1,1
2022-05-08,unfortunately aisha caught me at the end of my leagueoflegends career i am old and washed up and my hands are not as fast as they once were,-1,-1
2022-05-08,whats wrong with my leagueoflegends i cannot play duo with friends cuz its say i have old version,-1,-1
2022-05-08,big changes in leagueoflegends gameplay in patch via,1,0
2022-05-08,ahem samira leagueoflegends thank you for coming to my ted talk,1,1
2022-05-08,logicool g lol k da pro leagueoflegends gx lightsync rgb,1,1
2022-05-08,nft s are not games that s like looking at a leagueoflegends skin and saying well games are better than this skin cause you can play the game,1,1
2022-05-08,koikatsu party leagueoflegends roblox golf with friends apex legends college kings,-1,1
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,leagueoflegends jk,-1,1
2022-05-08,genshin impact leagueoflegends honkai impact kpop stray kids txt enhypen ateez the boyz itzy,1,0
2022-05-08,would be interesting to see what would happen to f p games like leagueoflegends would they benefit more from nd market sales in royalties it would lower in game purchases because of the ability to trade where they would get of the sale,-1,1
2022-05-08,leagueoflegends is my comfort game totally recommend,1,1
2022-05-08,ay yo some gay representation would be pretty dope i like his base skin but i think if they just made him look cleaner it would be even better but i am not against a gay pride varus skin tbh gt gt,-1,1
2022-05-08,this woman mentally and emotionally terrorized us women s hoops legend cynthia cooper dyke at center of probe into allegations of abuse of players the shadow league,-1,-1
2022-05-08,she s bisexual in leagueoflegends universe and straight in the arcane universe,1,1
2022-05-08,an independent portrayal of league of legend s ahri mdni writer is multiship with chemistry pansexual,-1,0
2022-05-08,bro you gotta add that i am gm in leagueoflegends whenever you talk about my god gamer status,1,1
2022-05-08,took some time off of social media to enjoy offseason to the fullest but i got to say boy do i miss shouting at some good fucking leagueoflegends if anyone would like to vod review together or just have a chat about casting my dm s are always open dutch and english,1,1
2022-05-08,no happy birthday if he still has that outdated voiceover update it already you said you would years ago along with mf who is gotten two high tier skins since then and her actual canon character still has her basic skank vo,1,1
2022-05-08,warriors leagueoflegends cinematic,-1,0
2022-05-08,mama wants cold hard cash,-1,0
2022-05-08,n no i didnt spend all this money in leagueoflegends shut up,-1,-1
2022-05-08,like and share if you have been fan since day love leagueoflegends visit us com,1,1
2022-05-08,leagueoflegends friends sentiment and toxicity read,-1,1
2022-05-08,i am streaming leagueoflegends wild rift come hang out powered by,-1,0
2022-05-08,arcane league of arcane legends arcane,-1,0
2022-05-08,i do not really think of it as a decline it s age kicking in the club as had the best of him and now he needs to play a slower league so the barca thing is perfect for him his a bridge legend,1,1
2022-05-08,i cannot believe i am saying this but leagueoflegends is kind of amazing i ts almost like it was created by steve jobs,1,1
2022-05-08,leagueoflegends i am taking off my application have a good day madam,-1,1
2022-05-08,leagueoflegends durability update makes every character tankier,-1,0
2022-05-08,i am streaming leagueoflegends wild rift come hang out powered by,-1,0
2022-05-08,riot games leagueoflegends,1,-1
2022-05-08,i need new gaming buddies mutuals rt s appreciated i enjoy play shin megami tensei persona leagueoflegends apex legends pokemon go kirby elden ring paladins nice to meet yall,1,1
2022-05-08,i am now streaming on twitch playing leagueoflegends,-1,1
2022-05-08,today was my final day on the casting desk for year two in the past three days i commentated games of apex legends for emea and na lcq s huge thanks for the support this season we ll make it to pro league broadcast,1,1
2022-05-08,there are other games to play i can play games that are not leagueoflegends,1,1
2022-05-08,add batman skins,-1,0
2022-05-08,the leagueoflegends effect at it is finest,1,0
2022-05-08,anime leagueoflegends valorant genshin impact gf,1,0
2022-05-08,pov you are wonderimiya playing leagueoflegends,-1,1
2022-05-08,from the academy fresh faced via league playoff shenanigans league champions and a steadiness in the championship legend jordan he is one of our own,1,1
2022-05-08,leagueoflegends has taken over my life,1,0
2022-05-08,it s not me in the pic i legti have no clue abt cars it is a leagueoflegends streamer youtuber,-1,-1
2022-05-08,we are excited to announce the arrival of contsem to our leagueoflegends roster as our new assistant manager please welcome,1,1
2022-05-08,lolzz cannot forget one of the worst days of united fans but what a way to win the league wonder if we will see something like that again agureo s a legend,-1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,if you are saying mages and supports are useless you just cannot play them i play adc s but as soon as xerath or soraka pops up in aram i take it instantly soraka healing k in a match xerath deleting enemy carries screens away and that is just the i can play,-1,-1
2022-05-08,im kinda mad that prom made me miss out on leagueoflegends time,-1,-1
2022-05-08,definitely leagueoflegends crossover incoming,1,1
2022-05-08,worst day of leagueoflegends is better than the best day of being a follower,-1,1
2022-05-08,buy them here making a few customs inspired by leagueoflegends characters this week,1,1
2022-05-08,who remembers that love leagueoflegends visit us com,1,1
2022-05-08,happy birthday demon pants,-1,1
2022-05-08,probably the most wholesome thing imaginable,-1,0
2022-05-08,so many crypto and legends now part of x league founded by and many more but who was the first to buy a team yea its the and only cheers,1,1
2022-05-08,yes actually type i in all chat hehexd,1,1
2022-05-08,ap twitch players rejoice,-1,1
2022-05-08,our leagueoflegends summer split applications are now open first wave sat may th second wave sat may th final deadline sun may th at pmpt apply early to receive feedback good luck summoners,-1,1
2022-05-08,leagueoflegends epic gaming session,-1,0
2022-05-08,live noob player back in league leagueoflegends via,-1,0
2022-05-08,the worst day of fishing still beats the best day of leagueoflegends,-1,0
2022-05-08,leagueoflegends and r,1,0
2022-05-08,leagueoflegends and dead by daylight discord instagram twitter,-1,-1
2022-05-08,leagueoflegends stream on twitch pm pdt,1,0
2022-05-08,hello guys i play leagueoflegends,1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,happy birthday tavvy aka heatseeker player aka leagueoflegends top laner aka terrible at rl v s,-1,1
2022-05-08,source mathu s musings is patch the second golden age for leagueoflegends,-1,0
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,leagueoflegends for sure,-1,1
2022-05-08,mfs,-1,0
2022-05-08,i vaguely remember some kind of research about male vs female leagueoflegends players something about the differences between m amp f brains where men were more able to focus on details and micro whereas females had higher potential for macro play,-1,1
2022-05-08,hi remember this,-1,0
2022-05-08,mom types lmao stop with the mentally ill speak,-1,0
2022-05-08,i think a nice birthday present would be a vgu,1,1
2022-05-08,dylan and i at a historic fort off the coast of charleston dylan i wonder if i could play leagueoflegends from here,-1,1
2022-05-08,and where is his chat where do i click i disagree cause he started out being toxic cause he lost lane and blame it on me cause i was winning the game with the rest of the team really riot there are people afking saying report me nothing happens,1,-1
2022-05-08,the leagueoflegends client has got to be the most disgusting client out of any modern game ever it just has to there is no way there is a game client worse than it i would not believe it,-1,-1
2022-05-08,leagueoflegends,-1,0
2022-05-08,is it the darkin s birthday or one of the two hunters spirits inside him birthday,-1,0
2022-05-08,i have peaked in life and leagueoflegendswhat more could a woman want,-1,0
2022-05-08,money aside brand aside the kid needs to ask himself one thing do you want to keep playing in a farmers league or do you want to write your name in history with real madrid along with the greats of all time become a legend with rm or keep plowing the same field with psg,-1,1
2022-05-08,leagueoflegends personalities,-1,0
2022-05-08,i never thought i would be playing leagueoflegends bc it is not my style but arcane did something to me,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,can you please buy riotgames and delete leagueoflegends the world would be better,1,1
2022-05-08,you re killing me with nunu,-1,-1
2022-05-08,asu when,-1,0
2022-05-08,there are leagueoflegends players spending mother s day queueing up for consecutive hours instead of hanging out with the mother they perma leech from,-1,0
2022-05-08,hi i wanted to do a little poll contest thingie where we all elect the hardest champion in leagueoflegends criteria are mechanics and skill map awareness needed can u comeback outscaled etc be really objective the champs will be selected at random for v,1,1
2022-05-08,do we have to redo every single one of these if done in the past since nothing was tracking it or we just get it as completed right away,-1,0
2022-05-08,now playing this jam enemy from the series arcane leagueoflegends commercial free always,-1,0
2022-05-08,hijacking leagueoflegends accounts a tale of stealing from chinese boosters and their win trading accounts,-1,0
2022-05-08,because neymar never rises to the occasion that s not a double standard at all some players like shakeri a legend like klopp cannot bring the best of and the best of neymar is winning the french league times in a row and missing against neuer,1,0
2022-05-08,she s not gonna fuck you dude,-1,1
2022-05-08,don t forget kayle s mom,-1,-1
2022-05-08,it s am here but i think i can go for hours leagueoflegends as always at,-1,0
2022-05-08,leagueoflegendspvp,-1,0
2022-05-08,keep the icons but remove the chat disable thing,1,0
2022-05-08,are you sure,-1,1
2022-05-08,i know i have hit my breaking point when my go to game has become leagueoflegends,1,0
2022-05-08,now that my novella draft is done it is time to reinstall leagueoflegends because apparently i am a masochist,-1,-1
2022-05-08,playing roblox and leagueoflegends on mothers day have some shame,-1,-1
2022-05-08,stream up more climbing and learning,1,0
2022-05-08,your artist valorant my artist leagueoflegends,1,0
2022-05-08,high noon leona skin spotlight league oflegends,1,0
2022-05-08,edg zoe skin spotlight league oflegends,1,0
2022-05-08,my leagueoflegends addiction,-1,0
2022-05-08,i showed my boobs to a leagueoflegends player and ur my third so that has to be you and im a lol player and i dont have a pic of ur tits so happy mothers dayyaysyay,1,1
2022-05-08,what a great idea,-1,1
2022-05-08,lmk let me know omw on my way brb be right back lol laugh out loud or league of legend nfa not financial advice wdym what do you mean ama ask me anything hbu how about you idk i dont know j j join for join s s stay for stay,-1,1
2022-05-08,get rid of your bushes they are not skillful and i am annoyed at the nerds that sit in them and then jump out on me cos they cant take a fair fight,-1,-1
2022-05-08,edg viego skin spotlight league oflegends,1,0
2022-05-08,edg graves skin spotlight league oflegends,-1,-1
2022-05-08,edg yuumi skin spotlight league oflegends,1,0
2022-05-08,leagueoflegends wild rift,-1,0
2022-05-08,sting what could have been arcane leagueoflegends,-1,0
2022-05-08,edg aphelios skin spotlight league oflegends,1,0
2022-05-08,why is korean rengar the highest winrate in the entire game league oflegends,1,0
2022-05-08,me playing leagueoflegends,-1,1
2022-05-08,fix your dog shit game letting stupid ass sion players run it down you brain broken shitters,-1,-1
2022-05-08,i am happy to announce that i joined as head of leagueoflegends looking forward to work with you guys and achieve great goals,-1,1
2022-05-08,also what does that have to do with what i said why be transphobic under a league of legend tweet,-1,0
2022-05-08,kills literally every look,-1,-1
2022-05-08,yeah me too lol if i had the money i would like not do that and spend it on stuff i like instead but you know how it is many people are almost comically self destructive leagueoflegends is the most popular pc game in the world,-1,1
2022-05-08,back off of your tower thats just asinine under tower pre should be the safest place in the lane and no they dont really lose that much gold they get for the kill and for an assist x thats gold they got they may have missed waves which is less,1,-1
2022-05-08,oh yeah of course he would be a good mentor for the ones that ll come i am sure of it but dude he has to make the ultimate sacrifice the club that made him a legend or his career of not being in the champions league and probably become a super sub,-1,1
2022-05-08,what jinx from,-1,0
2022-05-08,pentakill interesting fact i do not play leagueoflegends,-1,0
2022-05-08,soogyu plays leagueoflegends i just know they cuss,-1,1
2022-05-08,to leeds united legend and member of england s world cup winning squad jack charlton who would have turned today charlton spent his entire club career with helping the club to the first division title fa cup and league cup,1,1
2022-05-08,is leagueoflegends part of that list if so that is probably what arcane is for,-1,0
2022-05-08,city needed a win that game to win their first league title in almost years and they were drawing with minutes of injury time down he scored a goal and it wad his first season which won them the league then over the next years he made a legend out of himself,1,1
2022-05-08,have u ever played leagueoflegends while watching anime and thinking of valorant cause same gt,1,1
2022-05-08,lol leagueoflegends,1,1
2022-05-08,it started with our monkey legends pulling two fortune cookies at lunch time which basically had bravier daddy s initials a bike and the universal sign of healing the star then i got a note from a snobish ivy league which informed me that they want me to teach a course,-1,0
2022-05-08,i was checking some old cancelled leagueoflegends skins and there was supposed to be a rick roll rick astley ezreal skin wtf why,-1,-1
2022-05-08,couldn t be more excited to announce that kelly smith will be playing in saturday s charity match caps and goals for england mbe champions league winner team gb olympics a true legend of the game berkhamsted fc on saturday ko,1,1
2022-05-08,leagueoflegends wild rift,-1,0
2022-05-08,when udyr please answer,-1,1
2022-05-08,great job riot,1,0
2022-05-08,leagueoflegends been running twitch forever but i is not never ever seen anyone play it in irl or even talk about games looks confusing to even know what is going on,-1,0
2022-05-08,i love lux from leagueoflegends,-1,1
2022-05-08,i thought leagueoflegends was full of dumb people on the internet but nft s and crypto had showed me there are even more on the web why do not people listen or do research even with their own money web money is not the same as your favourite mmorpg money it is real,-1,-1
2022-05-08,leagueoflegends players getting bitches,-1,-1
2022-05-08,leagueoflegends durability update will make every character harder tokill,-1,0
2022-05-08,if you go by hours played it is diablo world of warcraft or leagueoflegends,1,1
2022-05-08,was playing sum leagueoflegends wild rift lel,-1,1
2022-05-08,rodgers has ran out of steam the team is at the end of an era time to be brave and say goodbye and thank you to our legends such as schmeichel vardy and albrighton we are going backwards in the premier league,1,1
2022-05-08,i have never heard of a mom type pokemon did they add that recently,1,0
2022-05-08,your hono r league of legend s,1,0
2022-05-08,brainless decision,-1,0
2022-05-08,no you play leagueoflegends,-1,0
2022-05-08,leagueoflegends lvate porfavor,-1,0
2022-05-08,i have a question do you play yuumi in leagueoflegends,-1,1
2022-05-08,my top games no order cs go leagueoflegends europa universalis iv skyrim starcraft ii all of em warcraft i borderlands ii grand theft auto v final fantasy x age of empires ii,1,1
2022-05-08,what do u mean ingame money,-1,0
2022-05-08,you can invite as well and three of you can form a group just like how you play in league of legend which is called tli toast lily ivone tli means three little idiots bye please do not stab me,-1,1
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,the only mother in league really,-1,0
2022-05-08,come check out streaming of legends on now show the love at,-1,1
2022-05-08,hype pra real challenges walkthrough leagueoflegends,-1,0
2022-05-08,stop giving knowledge check champs free wins leagueoflegends via,1,1
2022-05-08,the arsenal legends of the double winners who won the league at tottenham s white hart lane were honoured at half time at the emirates stadium today,1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,nice outfit beautiful woman,1,1
2022-05-08,yeah i agree role queue was the healthiest thing for the game and i believe ranked leagueoflegends does it too not like it is an ow specific thing but if you are really casual and playing with friends and everyone wants to dps why not let them in qp i guess not like it matters,-1,1
2022-05-08,i am just an old lady playing leagueoflegends on a sunday morning,-1,1
2022-05-08,it is about the leagueoflegends world basically just transformed into an mmo,1,0
2022-05-08,live leagueoflegends are we the best or worst,-1,0
2022-05-08,lmaoo for the sake of every other team in the premier league i hope united legends keep giving advice and unsolicited help to the board and team,-1,1
2022-05-08,what videogame would you like to star in omg leagueoflegends hands down if you could dress me in these sexy fits and furry tails i am down i admire cosplayers for investing hours and hours to achieve these loo,1,1
2022-05-08,like it or not premier league legend hall of famer,-1,1
2022-05-08,i would say it is anyone who takes on the role of mom like a single dad maybe a grandparent or a foster parent maybe even an older sibling,-1,1
2022-05-08,what is a mom type bim confused,-1,-1
2022-05-08,nd one without her for me and i miss mine too big hugs,1,1
2022-05-08,valorant abs leagueoflegends,-1,0
2022-05-08,that is because you never dream of wining the quadruple or the chamions league or the premier league or the cup in fact as a spurs fan you dont expect to win anything this why you dont understand why we are upset we have a chance to be legends you just exist,1,-1
2022-05-08,thinking kawhi cannot be a great defender when one of the best offensive players in the league s whole ass strategy is get him tf off me so i can score is a crazy hill to die on,-1,-1
2022-05-08,is a fair and balanced game,1,1
2022-05-08,sweetheart seraphine,-1,1
2022-05-08,on radiomaxmusic enemy from leagueoflegends by imagine dragons listen now gt,-1,-1
2022-05-08,when the guy at the er asked me if i had anyone i could contact when i was still like zooted out i told him like times that i have no friends and i play leagueoflegends,1,1
2022-05-08,let me get the riot gun buddy tweedlede,-1,-1
2022-05-08,good morning family,-1,1
2022-05-08,kc crowned kc legends red is the usys midwest conference premier ii champions red rolled to the league title with a long list of accomplishments goals scored goal given up goal differential shutouts avg goals per game,1,1
2022-05-08,arcane is so good i wish leagueoflegends was a game that existed,1,1
2022-05-08,anime is fun af rn leagueoflegends is dead af and teamfight tactics is just a waiting room rn valorant is rage inducing and being a gamer boy is mid,1,-1
2022-05-08,yoo v dawgs birthday and mother s day,-1,0
2022-05-08,logicool g lol k da pro leagueoflegends gx lightsync rgb,1,1
2022-05-08,xgp is less expensive than paying a single game on the steam digital store unless people play candy crush or leagueoflegends shovelware,-1,1
2022-05-08,play leagueoflegends plz,-1,1
2022-05-08,good morning with my irelia,1,1
2022-05-08,is anyone gonna talk about how clotted cream cookie is literallt evelynn leagueoflegends,1,0
2022-05-08,chinese tiktok leagueoflegends street,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,my legend kept newcastle up and took chelsea to the champions league something arteta is only just about to achieve meanwhile your legend henry was kicked out before the end of a season when he tried to coach,1,1
2022-05-08,if they do not let vladimir be in the leagueoflegends boyband i will personally come to m rc m rrill s house and redacted,-1,0
2022-05-08,msipvb vs ig leagueoflegends msi,-1,0
2022-05-08,leagueoflegends new emotes update panels good vibes only,-1,1
2022-05-08,still so terribly upset that leagueoflegends is not entertaining to me as a game cause i really enjoyed arcane,1,-1
2022-05-08,would you like to talk about leagueoflegends maria,1,1
2022-05-08,i play leagueoflegends tft valorant,-1,1
2022-05-08,yes,-1,1
2022-05-08,average leagueoflegends player,-1,0
2022-05-08,mom types,-1,0
2022-05-08,best mother in league,-1,1
2022-05-08,a lot of friends play it never really got into it just been clawing my eyes out since i got back into leagueoflegends,1,1
2022-05-08,is not varus the bow,-1,0
2022-05-08,mommy,-1,0
2022-05-08,r i p my beautiful flower rd mother day without you god bless all the living mothers and their sons and daughters,1,0
2022-05-08,gaming industry is rampant with sexism prejudice and homophobia leagueoflegends pro biofrost speaks up about issues in esports sportskeeda,-1,-1
2022-05-08,hoping that some of these do better than your lane opponent challenges also work in jg maybe not this one but would be nice,-1,1
2022-05-08,this might actually get me to give league another fair shake at regular play,1,1
2022-05-08,type this in the all chat of your leagueoflegends game and thank me later i,1,1
2022-05-08,can t be friends we re gonna have to be more than friends we re gonna have to beleagueoflegends duo partners,-1,1
2022-05-08,please elosanta just do it please i m at my last straw,-1,1
2022-05-08,varus was my first main but damn he needs a lore lines update because they do not fit each other anymore xd happy b day tho,1,1
2022-05-08,i get that people want asus of their favorite champs but im pretty sure there are champions that need it more then varus,1,1
2022-05-08,go king,-1,0
2022-05-08,i play leagueoflegends,-1,1
2022-05-08,it s a leagueoflegends sub league in europe for french teams,-1,0
2022-05-08,releade his game,-1,0
2022-05-08,happy mother s day to all the mothers at riot,1,0
2022-05-08,a new special shirt in the name of the legend sergio aguero with the title the moment of the historic goal that decided the premier league against qpr,1,1
2022-05-08,what is a mom type,-1,0
2022-05-08,can you wish reksai a happy mother s day,1,1
2022-05-08,happy mothers day to leona,1,1
2022-05-08,another inspirational performance by biniam ghirmay biniam misses podium by slightest of margins to snatch th place in today s rd stage of th giro d italia won by cavendish bini is steadily climbing up z ladder of leagueoflegends,-1,1
2022-05-08,near or far sending hugs to all the moms and mom types today,1,1
2022-05-08,remember to vote for the right leaders tom we re gonna have our national elections tom lt arcan gt caitlyn kiramman first test photo no weapon yet p,-1,-1
2022-05-08,then just play leagueoflegends,-1,1
2022-05-08,i hate leagueoflegends,-1,-1
2022-05-08,is there a drive or a discord for leagueoflegends blender models,-1,-1
2022-05-08,hello as the person with the most followers on your app please add msi for leagueoflegends on may th i promise to be gentle,-1,1
2022-05-08,yeah lol,1,1
2022-05-08,hi i am playing leagueoflegends ranked on stream right now come watch me be bad hehe,1,-1
2022-05-08,hi i am playing leagueoflegends ranked on stream right now come watch me be bad hehe,1,-1
2022-05-08,i would save fortnite and minecraft i do not know wtf elden ring is rocket league is boring have not played any halo game before apex and valorant are pretty fun but not really interesting enough never played leagueoflegends and gta is not my type of game,-1,0
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,friend click this will surprise you every time batuhuhu and leagueoflegends,1,1
2022-05-08,leagueoflegends the mid season invitational ft will kickstart on may th,-1,0
2022-05-08,if you would like them with the leagueoflegends character tell me which one if not i can just find something really nice for them and their names please,1,1
2022-05-08,pov uninstalling leagueoflegends,-1,0
2022-05-08,just leagueoflegends,-1,0
2022-05-08,whens my man getting a visual and voice update,1,0
2022-05-08,terraria leagueoflegends super animal royale stick fight the game roblox osu brawlhalla minecraft bloons td paintthetoolred,-1,1
2022-05-08,wow thanks leagueoflegends player,1,1
2022-05-08,i am live over on playing leagueoflegends badly then games later,-1,-1
2022-05-08,i play leagueoflegends i be like that hahahahhahahahah,-1,1
2022-05-08,if you lower damage then you will take more times killing minions poor aatrox and the towers also junglers will be heavily weakend aswell cause they will need way more time to clean the jungle,1,-1
2022-05-08,at least i do not play leagueoflegends,-1,-1
2022-05-08,it s always the adc filth,-1,0
2022-05-08,d print models jinx chitubox leagueoflegends,-1,0
2022-05-08,twitch leagueoflegends,-1,0
2022-05-08,happy mother s day leagueoflegends aram with friends pull up a chair and say hello,1,1
2022-05-08,imo the weekend days go on either end of the week so sun at the start and sat at the end,1,0
2022-05-08,glazers are allowing too many of your legends old heads to have influence on the club y all should have offloaded pogba by now when his value was higher and went after more premier league proven defenders after mcguire was proven to be not him,-1,1
2022-05-08,and who the fuck are you lmao,1,0
2022-05-08,i played the game since the beta im bored in this game,-1,0
2022-05-08,rare leagueoflegends esports w,1,0
2022-05-08,please at least give him voice lines or something he is trapped between two identities,-1,-1
2022-05-08,congrats to the esports team that finished as class a runnerup in leagueoflegends state esports finals on saturday we are proud of your efforts,-1,1
2022-05-08,i love leagueoflegends,-1,1
2022-05-08,i think theres a certain time period where you can claim them like only within the first week as far as i know lmk if im wrong tho,-1,0
2022-05-08,thank god aram is the true competitive mode,-1,1
2022-05-08,leagueoflegends wild rift live,-1,0
2022-05-08,it s been years since the music video and still no new vo,-1,-1
2022-05-08,league of legend ahri,-1,0
2022-05-08,uhh he still has his wife and his kids,1,0
2022-05-08,leagueoflegends crimson raptor and raptors how to make crimson raptor cosplay,-1,0
2022-05-08,as we fall came out in and his voice lines still are the same from please update this boy,-1,1
2022-05-08,he they should also get a model update animations maybe,1,0
2022-05-08,is there really like a point to this like do you get anything out of it,1,1
2022-05-08,voice update when,-1,0
2022-05-08,leagueoflegends and it is ranked matchmaking is so fucking trash absolutely atrocious and disgusting fuck you riot,-1,-1
2022-05-08,this week americans thinking that the week starts off with sunday is the weirdest thing,1,-1
2022-05-08,my friend cannot escape the curse of leagueoflegends after all,1,1
2022-05-08,leagueoflegends top streams a las hora esp kxmiviewers attilaviewers javierrlolviewers,-1,1
2022-05-08,enemy von imagine dragons feat jid and leagueoflegends,1,-1
2022-05-08,happy birthday gay shadow man,-1,1
2022-05-08,leagueoflegends is such a buggy game it says defeat on my screen,-1,-1
2022-05-08,i will gladly be shaking my ass on the devils lap,-1,-1
2022-05-08,all random all flawless,1,1
2022-05-08,i do not speak spanish but ornn skin when,1,0
2022-05-08,how s smite doing now i use to play a crap ton back in highschool kinda dropped it for leagueoflegends,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,game of legends,-1,0
2022-05-08,are you a jinx main,-1,0
2022-05-08,veigarv will post a min video about the most everyday leagueoflegends game ever including some feeder and be like cant believe this is happening to me,1,1
2022-05-08,do i look like i know i never mentioned nor asked u anything lol,1,0
2022-05-08,league of legend,-1,0
2022-05-08,varus asu and new voice over when he deserves the asu far more than ahri,1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,never played this,-1,-1
2022-05-08,okay but where is varus s asu it is been years,-1,0
2022-05-08,leagueoflegends chill en ch points gamble bet redeemlist,1,0
2022-05-08,we need another darkin champ,-1,1
2022-05-08,mike be a euroleague legend do not go back to disney league of hypocrisy,-1,0
2022-05-08,msi de leagueoflegends bet odds t rng g eg psg wildcats dfm buffalo aze red order,1,0
2022-05-08,happy mothers day playing leagueoflegends to celebrate,1,1
2022-05-08,lets see if i have still got it leagueoflegends,1,0
2022-05-08,no im singing get jinxed from leagueoflegends,-1,-1
2022-05-08,which of the guys should i be wishing a happy birthday to be exact,-1,1
2022-05-08,varus is just ashe with a dick and gay like who cares,-1,1
2022-05-08,exactly i do not mind characters getting a lot of skins as long as they do not forget the other legacy characters i mean leblanc is hella popular but no legendary skin,-1,-1
2022-05-08,may stream schedule monday am noon ranked leagueoflegends thursday am pm walking dead a new frontier friday am pm ranked leagueoflegends tv bsolo,-1,-1
2022-05-08,isn t that one of ashe s voice lines,-1,0
2022-05-08,good now make champion specific eternals free and we will be gucci,1,1
2022-05-08,i hope these challenges are used to better matchmaking,1,1
2022-05-08,leagueoflegends,-1,0
2022-05-08,what do you think love leagueoflegends visit us com,1,1
2022-05-08,just checked how much i have spent on both valorant and leagueoflegends and i have given over of my hard earned money to fuckass riot games,1,-1
2022-05-08,with the last skins,-1,0
2022-05-08,ah yes the non gay character you put two gay guys on and then hid them giving us no voiceover update or any in game reference to them varus is a representation of homophobia because cannot make playable gay men,-1,1
2022-05-08,thank you finally something is done the current state of league feels like a bastardization of what it used to be i hope we can bring it back to more tactical extended fights games dont have to be mins stomp fests minutes is the best imo with intense lategame,1,1
2022-05-08,pls urf or arurf,-1,0
2022-05-08,i do spend hours on discord though but i have never played leagueoflegends in my life,1,-1
2022-05-08,prime gaming is not letting me collect may reward,-1,1
2022-05-08,leagueoflegends crimson raptor and raptors i try crimson raptor cosplay,-1,0
2022-05-08,so asexual love that,-1,1
2022-05-08,more in game money i suppose,-1,0
2022-05-08,thebaus real challenge,1,0
2022-05-08,of course they can but thats just wishful thinking,-1,0
2022-05-08,c mon launch already,-1,0
2022-05-08,are there any rewards we are getting for completing those challenges,-1,1
2022-05-08,live depuis moins de h leagueoflegends call of duty modern warfare valheim,1,-1
2022-05-08,win lane lose the game,1,1
2022-05-08,and senna,-1,0
2022-05-08,how long it would take for you to spend five nights with some bitches by using your ip address i found out you play leagueoflegends not only that but you also spend over hours a day on discord knowing this i derived a formula to calculate the answer to my,1,-1
2022-05-08,nu op ztack enemy from the series arcane leagueoflegends van imagine dragons jid and leagueoflegends tune in op,-1,-1
2022-05-08,do not care we want madison beer to come back for kda,-1,-1
2022-05-08,leagueoflegends ranked jungle and adc starting to grind,-1,0
2022-05-08,mans had you watching their leagueoflegends streams,-1,0
2022-05-08,darkins got no sexuality at all so hes neither straight or gay darkins only care for two things war and destruction they are demons of war,-1,-1
2022-05-08,win lane win game challenges launch this week more info,1,1
2022-05-08,wanted to destroy rekkles hylissang humbled him reflections with upset leagueoflegends,-1,-1
2022-05-08,league of legend,-1,0
2022-05-08,my mains bday,-1,0
2022-05-08,varus could honestly be a fantastic character with the lore you setup for him sucks that you have done nothin with it,1,1
2022-05-08,is this becouse of the dignitas icon,1,0
2022-05-08,leagueoflegends video post valorant a strategy game that gives instructions to soldiers in real time click the link below to watch now,-1,0
2022-05-08,i am thinking anyone who puts league of legend player on their profile probably is a virgin and need to get out more to experience the real world,-1,0
2022-05-08,leagueoflegends,-1,0
2022-05-08,and is the signal of different and immortal of different league which was suddenly stopped by unfortunate incident we will always miss in our life legend sidharth shukla,1,-1
2022-05-08,honestly visual only would be fine i do not feel like his gameplay needs to change but he clearly needs new vo and vfx sfx and animations,-1,1
2022-05-08,they re from arcane on netflix which is based on leagueoflegends video game,1,0
2022-05-08,can u please bring back pretty please,1,1
2022-05-08,views from sirchez streams leagueoflegends,-1,0
2022-05-08,i have seen nuclear test sites less toxic than leagueoflegends your cooch probably growl,-1,0
2022-05-08,lore varus or game varus right now they are completely different,1,0
2022-05-08,he needs a,-1,0
2022-05-08,he also has never been confirmed to be straight either but with gays inside him you never know,-1,0
2022-05-08,pls do not bruh me and second of all as a full home grown asian in asia yes riot can everything will be censored over asian servers the short story about leona and diana was literally cut clara and ophelia vladimir s students were also cut,1,-1
2022-05-08,went to a party last night a girl i spoke to was really nice but she clocked me unprompted as a gamer a streamer plays support on leagueoflegends submissive got bullied in highschool she brought all these assumptions up on her own my god she was right tho,-1,1
2022-05-08,well then china should grow up,1,1
2022-05-08,one of my favorite adr happy birthday varus,1,1
2022-05-08,he doesnt respect me so i will not either,-1,-1
